invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-41936300020,2021-11-12,2459,Reinhart Foods,200 State Po Box 98,Guthrie Center,50115.0,,39,GUTHRIE,1081300.0,American Cordials & Liqueur,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,75198,Kinky Blue,6,750,10.0,15.0,1,15.0,0.75,0.19
INV-41925300028,2021-11-12,4092,Fareway Stores #077 / Norwalk,1711 Sunset Dr,Norwalk,50211.0,POINT (-93.675528 41.483259),91,WARREN,1701100.0,Temporary & Specialty Packages,65.0,Jim Beam Brands,52438,DeKuyper Grape Pucker PET,12,1000,7.87,11.81,12,141.72,12.0,3.17
INV-41921600075,2021-11-12,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1011100.0,Blended Whiskies,65.0,Jim Beam Brands,27682,Jim Beam Kentucky Fire,12,750,11.0,16.5,6,99.0,4.5,1.18
INV-41967200014,2021-11-12,6101,Brew Oil #26 / Pocahontas,14 E Elm Ave,Pocahontas,50574.0,POINT (-94.66731100000001 42.732607),76,POCAHONTAS,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,10548,Black Velvet Toasted Caramel,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-41948700012,2021-11-12,5671,Russ's Market #30,900 S Locust,Glenwood,51534.0,,65,MILLS,1031200.0,American Flavored Vodka,380.0,Phillips Beverage,41692,UV Blue Raspberry,6,1750,11.5,17.25,6,103.5,10.5,2.77
INV-41920100028,2021-11-12,5809,Casey's General Store #26 / Perry,2617 Willis Ave,Perry,50220.0,POINT (-94.085866 41.838465),25,DALLAS,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,27780,Jim Beam Apple Mini,12,50,7.0,10.5,12,126.0,0.6,0.15
INV-41927900008,2021-11-12,4752,Gasland / Burlington,1003 Summer St,Burlington,52655.0,,29,Des Moines,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9.0,13.5,12,162.0,9.0,2.37
INV-41934400026,2021-11-12,6159,Bucky's Express #34 / Council Bluffs,3501 W Broadway,Council Bluffs,51501.0,POINT (-95.90257 41.261918),78,POTTAWATTA,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,86884,Southern Comfort,24,375,4.78,7.17,24,172.08,9.0,2.37
INV-41951800062,2021-11-12,2618,Hy-Vee Drugstore #6 / Cedar Rapids,505 Boyson Rd NE,Cedar Rapids,52402.0,POINT (-91.639265 42.046111),57,LINN,1071100.0,Cocktails /RTD,421.0,SAZERAC COMPANY  INC,62422,Margaritaville Skinny Island Punch Margarita,6,1750,5.25,7.88,4,30.0,7.0,1.84
INV-41939900011,2021-11-12,5292,John's Qwik Stop,"814, C Ave",Vinton,52349.0,POINT (-92.027865 42.163119),6,BENTON,1012400.0,Irish Whiskies,370.0,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,6,148.44,4.5,1.18
INV-41960800024,2021-11-12,4057,Tequila's Liquor Store,1434 Des Moines St Ste 5,Des Moines,50316.0,POINT (-93.59704 41.594713),77,POLK,1031100.0,American Vodkas,421.0,SAZERAC COMPANY  INC,35316,Barton Vodka,12,750,3.37,5.06,12,60.72,9.0,2.37
INV-41932600001,2021-11-12,4417,KUM & GO #76 / ADAIR,109 S 5th St,Adair,50002.0,,1,ADAIR,1031100.0,American Vodkas,434.0,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-41917500005,2021-11-12,4136,Fareway Stores #983 / Grimes,351 Gateway Dr,Grimes,50111.0,,77,POLK,1700000.0,Temporary &  Specialty Packages,421.0,SAZERAC COMPANY  INC,21242,1792 Sweet Wheat Bourbon,6,750,19.0,28.5,1,28.5,0.75,0.19
INV-41918600014,2021-11-12,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036.0,POINT (-93.867439 42.037347),8,BOONE,1011600.0,Straight Rye Whiskies,255.0,Infinium Spirits,27102,Templeton Rye 4YR,6,750,18.09,27.14,6,162.84,4.5,1.18
INV-41925700016,2021-11-12,4622,Quik Trip #544 / SE 14th DM,"3941, SE 14th St",Des Moines,50320.0,POINT (-93.596748 41.548497),77,POLK,1031100.0,American Vodkas,205.0,E & J Gallo Winery,36968,New Amsterdam 80prf,24,375,3.5,5.25,3,15.75,1.12,0.29
INV-41915000016,2021-11-12,4384,Kum & Go #2093 / Adel,409 Nile Kinnick Dr,Adel,50003.0,POINT (-94.017511 41.614114),25,DALLAS,1031100.0,American Vodkas,626.0,JDSO INC / Red Boot Distillery,36875,Blue Ox Vodka,6,1750,7.28,10.92,6,65.52,10.5,2.77
INV-41954700020,2021-11-12,5268,The Depot Atkins,"188, Parkridge Rd",Atkins,52206.0,POINT (-91.862705 41.992623),6,BENTON,1062500.0,Flavored Rum,65.0,Jim Beam Brands,44499,Cruzan Mango,12,750,7.0,10.5,1,10.5,0.75,0.19
INV-41939200028,2021-11-12,2714,Hy-Vee / Vinton,911 S. K Ave,Vinton,52349.0,POINT (-92.037751 42.16218),6,BENTON,1062100.0,Gold Rum,35.0,BACARDI USA INC,43038,Bacardi Gold,6,1750,15.0,22.5,6,135.0,10.5,2.77
INV-41927200022,2021-11-12,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601.0,POINT (-91.136655 40.814666),29,DES MOINES,1011600.0,Straight Rye Whiskies,421.0,SAZERAC COMPANY  INC,27100,Sazerac Rye,6,750,16.94,25.41,6,152.46,4.5,1.18
INV-41921900293,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1071100.0,Cocktails /RTD,395.0,PROXIMO,59159,1800 Ultimate Raspberry Margarita,6,1750,10.04,15.06,6,90.36,10.5,2.77
INV-41955600018,2021-11-12,2551,Hy-Vee Food Store / Chariton,2001 West Court,Chariton,50049.0,,59,LUCAS,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,4,76.04,4.0,1.05
INV-41936300007,2021-11-12,2459,Reinhart Foods,200 State Po Box 98,Guthrie Center,50115.0,,39,GUTHRIE,1081200.0,Cream Liqueurs,260.0,DIAGEO AMERICAS,68036,Baileys Original Irish Cream,12,750,16.49,24.74,3,74.22,2.25,0.59
INV-41925300015,2021-11-12,4092,Fareway Stores #077 / Norwalk,1711 Sunset Dr,Norwalk,50211.0,POINT (-93.675528 41.483259),91,WARREN,1062400.0,Spiced Rum,259.0,Heaven Hill Brands,43028,Admiral Nelson Spiced,6,1750,11.55,17.33,6,103.98,10.5,2.77
INV-41967500015,2021-11-12,5005,Laurens Food Pride,410 W Main St,Laurens,50554.0,,76,POCAHONTAS,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43338,Captain Morgan Original Spiced,6,1750,18.0,27.0,2,54.0,3.5,0.92
INV-41921900140,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1022100.0,Mixto Tequila,434.0,LUXCO INC,87938,Juarez Silver,6,1750,15.0,22.5,2,45.0,3.5,0.92
INV-41919200003,2021-11-12,4831,L & M Gas & Grocery / Boone,"320, W Mamie Eisenhower Ave",Boone,50036.0,POINT (-93.896855 42.05934),8,BOONE,1031100.0,American Vodkas,434.0,LUXCO INC,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.0,2.37
INV-41957900011,2021-11-12,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501.0,POINT (-92.438463 41.01558),90,Wapello,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,3,116.1,0.15,0.03
INV-41951200001,2021-11-12,5574,Casey's General Store #2760 / Marion,975 S 11th St,Marion,52302.0,POINT (-91.598165 42.020927),57,LINN,1032100.0,Imported Vodkas,370.0,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80prf,12,750,9.99,14.99,6,89.94,4.5,1.18
INV-41942600006,2021-11-12,3679,FRANKLIN STREET FLORAL & GIFT,103 Franklin St,Monona,52159.0,POINT (-91.390767 43.055133),22,CLAYTON,1032100.0,Imported Vodkas,370.0,PERNOD RICARD USA,34008,Absolut Swedish Vodka 80prf,6,1750,19.99,29.99,2,59.98,3.5,0.92
INV-41947500058,2021-11-12,2607,Hy-Vee Wine and Spirits / Shenandoah,520 So Fremont,Shenandoah,51601.0,POINT (-95.385111 40.761736),73,PAGE,1062100.0,Gold Rum,434.0,LUXCO INC,45247,Paramount Gold Rum,12,1000,4.42,6.63,12,79.56,12.0,3.17
INV-41921900172,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1062100.0,Gold Rum,35.0,BACARDI USA INC,43031,Bacardi Gold Mini,12,50,5.54,8.31,1,8.31,0.05,0.01
INV-41918200028,2021-11-12,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,,77,POLK,1012300.0,Single Malt Scotch,260.0,DIAGEO AMERICAS,4846,Dalwhinnie 15YR Single Malt Scotch,12,750,40.0,60.0,2,120.0,1.5,0.39
INV-41936300004,2021-11-12,2459,Reinhart Foods,200 State Po Box 98,Guthrie Center,50115.0,,39,GUTHRIE,1012400.0,Irish Whiskies,370.0,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,12,296.88,9.0,2.37
INV-41945500002,2021-11-12,5919,Casey's General Store #2584  / Ossian,200 W Main St,Ossian,52161.0,POINT (-91.767672 43.146669),96,WINNESHIEK,1031100.0,American Vodkas,434.0,LUXCO INC,36301,Hawkeye Vodka Mini,12,50,4.13,6.2,12,74.4,0.6,0.15
INV-41958300013,2021-11-12,5767,Casey's General Store #1678 / Ottumwa,346 Richmond Ave,Ottumwa,52501.0,POINT (-92.428313 41.006117),90,WAPELLO,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64904,Fireball Cinnamon Whiskey PET,6,1750,15.33,23.0,6,138.0,10.5,2.77
INV-41947300018,2021-11-12,5787,Casey's General Store #2699 / Essex,1482 State Hwy 48,Essex,51638.0,POINT (-95.309361 40.832502),73,PAGE,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,86884,Southern Comfort,24,375,4.78,7.17,3,21.51,1.12,0.29
INV-41950400006,2021-11-12,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801.0,,88,UNION,1031100.0,American Vodkas,626.0,JDSO INC / Red Boot Distillery,36874,Blue Ox Vodka,12,1000,4.4,6.6,24,158.4,24.0,6.34
INV-41939300005,2021-11-12,5726,Ehlinger's Vinton Express,310 K Avenue South,Vinton,52349.0,POINT (-92.037532 42.168297),6,BENTON,1031100.0,American Vodkas,65.0,Jim Beam Brands,34578,Pinnacle,6,1750,10.0,15.0,2,30.0,3.5,0.92
INV-41951900022,2021-11-12,5572,Casey's General Store #2790 / Cedar Rapids,588 Boyson Rd NE #110,Cedar Rapids,52402.0,POINT (-91.641223 42.04673300000001),57,LINN,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,4.3,6.45,36,232.2,1.8,0.47
INV-41934600018,2021-11-12,4626,Kwik Shop #527 / Council Bluffs,"3632, Avenue G",Council Bluffs,51501.0,POINT (-95.90597 41.26363),78,POTTAWATTA,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,4,53.88,3.0,0.79
INV-41923800008,2021-11-12,4140,Fareway Stores #900 / Euclid,100 Euclid Ave,Des Moines,50313.0,POINT (-93.618724 41.627684),77,POLK,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,48,129.6,18.0,4.75
INV-41935800023,2021-11-12,5044,Casey's General Store #3202 / Cresce,"111, Mormon Bridge Rd",Crescent,51526.0,POINT (-95.85886 41.362302),78,POTTAWATTA,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19.0,28.5,6,171.0,10.5,2.77
INV-41942400012,2021-11-12,4972,Quillins Quality Foods Monona,808 S Main St,Monona,52159.0,,22,CLAYTON,1031100.0,American Vodkas,260.0,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,3,37.14,2.25,0.59
INV-41927600003,2021-11-12,4258,Fareway Stores #009 / Burlington,920 Lawrence Dr,Burlington,52601.0,POINT (-91.140051 40.799097),29,DES MOINES,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64904,Fireball Cinnamon Whiskey PET,6,1750,15.33,23.0,12,276.0,21.0,5.54
INV-41925800024,2021-11-12,4603,Kum & Go #208 / SE 14th DM,3200 SE 14th St,Des Moines,50320.0,POINT (-93.596916 41.555041),77,POLK,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,6,16.2,2.25,0.59
INV-41928600046,2021-11-12,5361,Liquorland,624 Angular St.,Burlington,52601.0,POINT (-91.107638 40.802397),29,DES MOINES,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69634,Dr McGillicuddys Cherry,24,375,5.33,8.0,4,32.0,1.5,0.39
INV-41917700097,2021-11-12,6209,Hy-Vee / Grimes,351 Northeast Gateway Drive,Grimes,50111.0,,77,POLK,1031200.0,American Flavored Vodka,205.0,E & J Gallo Winery,39492,New Amsterdam Pink Whitney,12,750,7.5,11.25,36,405.0,27.0,7.13
INV-41936700055,2021-11-12,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002.0,POINT (-90.741064 42.516633),31,DUBUQUE,1032200.0,Imported Flavored Vodka,370.0,PERNOD RICARD USA,35354,Absolut Mango,12,750,9.99,14.99,12,179.88,9.0,2.37
INV-41934400035,2021-11-12,6159,Bucky's Express #34 / Council Bluffs,3501 W Broadway,Council Bluffs,51501.0,POINT (-95.90257 41.261918),78,POTTAWATTA,1051100.0,American Brandies,205.0,E & J Gallo Winery,52591,E & J VS Mini,10,50,5.54,8.31,2,16.62,0.1,0.02
INV-41960500022,2021-11-12,4596,Quik Trip #534 / E University DM,2945 E University,Des Moines,50317.0,POINT (-93.558972 41.600468),77,POLK,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11294,Crown Royal,24,375,8.0,12.0,2,24.0,0.75,0.19
INV-41918600036,2021-11-12,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036.0,POINT (-93.867439 42.037347),8,BOONE,1032200.0,Imported Flavored Vodka,370.0,PERNOD RICARD USA,34029,Absolut Citron,12,1000,14.99,22.49,2,44.98,2.0,0.52
INV-41921400003,2021-11-12,5444,Marshall Beer Wine Spirits,11 N 3rd Ave,Marshalltown,50158.0,POINT (-92.908013 42.050021),64,MARSHALL,1032200.0,Imported Flavored Vodka,260.0,DIAGEO AMERICAS,64573,Ciroc Pineapple,12,750,16.49,24.74,1,24.74,0.75,0.19
INV-41924700012,2021-11-12,5145,South Side Food Mart,1101 Army Post Rd,Des Moines,50315.0,POINT (-93.628783 41.526511),77,POLK,1701100.0,Temporary & Specialty Packages,35.0,BACARDI USA INC,101347,Grey Goose Glass Pack,6,750,15.0,22.5,6,135.0,4.5,1.18
INV-41925400020,2021-11-12,4370,Kum & Go #240 / North Ave Norwalk,530 North Ave,Norwalk,50211.0,,91,WARREN,1041100.0,American Dry Gins,370.0,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,50,3.3,4.95,1,4.95,0.05,0.01
INV-41921900078,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10803,Crown Royal Regal Apple Mini,10,50,7.35,11.03,10,110.3,0.5,0.13
INV-41934900100,2021-11-12,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501.0,POINT (-95.87899700000001 41.261426),78,POTTAWATTA,1032200.0,Imported Flavored Vodka,260.0,DIAGEO AMERICAS,64914,Ciroc Mango,12,750,16.49,24.74,6,148.44,4.5,1.18
INV-41965000007,2021-11-12,5450,Casey's General Store # 2211/ Fort Dodge,2007 N 15th Street,Fort Dodge,50501.0,POINT (-94.177992 42.526955),94,WEBSTER,1041100.0,American Dry Gins,370.0,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,50,3.3,4.95,1,4.95,0.05,0.01
INV-41956000010,2021-11-12,5217,Casey's General Store #1511 / Seymou,500 W Main St,Seymour,52590.0,,93,WAYNE,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,16.59,24.89,6,149.34,4.5,1.18
INV-41930600038,2021-11-12,3403,Econ-o-mart / Columbus Junction,103 Walnut St. E,Columbus Junction,52738.0,POINT (-91.359363 41.280107),58,LOUISA,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,86698,Jack Daniels Tennessee Fire,24,375,7.75,11.63,3,34.89,1.12,0.29
INV-41950400040,2021-11-12,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801.0,,88,UNION,1032200.0,Imported Flavored Vodka,370.0,PERNOD RICARD USA,34026,Absolut Peppar,12,750,9.99,14.99,3,44.97,2.25,0.59
INV-41938700040,2021-11-12,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001.0,,31,DUBUQUE,1011200.0,Straight Bourbon Whiskies,619.0,Campari America,22158,Wild Turkey 101,6,1750,25.0,37.5,3,112.5,5.25,1.38
INV-41930900003,2021-11-12,5951,Casey's General Store #3900 / Riverside,3070 Hwy 22,Riverside,52327.0,POINT (-91.546885 41.488516),92,WASHINGTON,1011100.0,Blended Whiskies,255.0,Infinium Spirits,87035,Skrewball Peanut Butter Whiskey Mini,12,50,14.0,21.0,12,252.0,0.6,0.15
INV-41919800028,2021-11-12,4320,Fareway Stores #470 / Perry,1315 Willis Ave,Perry,50220.0,,25,DALLAS,1081400.0,American Schnapps,421.0,SAZERAC COMPANY  INC,84170,99 Bananas,12,750,7.5,11.25,1,11.25,0.75,0.19
INV-41921900386,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1081400.0,American Schnapps,434.0,LUXCO INC,82146,Arrow Raspberry Schnapps,12,750,4.74,7.11,3,21.33,2.25,0.59
INV-41947900001,2021-11-12,4246,Fareway Stores #938 / Shenandoah,1007 S Fremont St,Shenandoah,51601.0,,73,PAGE,1011200.0,Straight Bourbon Whiskies,287.0,CHATHAM IMPORTS INC,19880,Michters US*1 Small Batch,6,750,23.5,35.25,6,211.5,4.5,1.18
INV-41951900010,2021-11-12,5572,Casey's General Store #2790 / Cedar Rapids,588 Boyson Rd NE #110,Cedar Rapids,52402.0,POINT (-91.641223 42.04673300000001),57,LINN,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64868,Fireball Cinnamon Whiskey,6,1750,15.33,23.0,4,92.0,7.0,1.84
INV-41941800032,2021-11-12,6166,Dannys Tobacco & Liquor / Guttenberg,531 U.S. 52,Guttenberg,52052.0,,22,CLAYTON,1700000.0,Temporary &  Specialty Packages,65.0,Jim Beam Brands,19498,Makers Mark 101,6,750,20.0,30.0,1,30.0,0.75,0.19
INV-41939200009,2021-11-12,2714,Hy-Vee / Vinton,911 S. K Ave,Vinton,52349.0,POINT (-92.037751 42.16218),6,BENTON,1031100.0,American Vodkas,65.0,Jim Beam Brands,34578,Pinnacle,6,1750,10.0,15.0,6,90.0,10.5,2.77
INV-41915300008,2021-11-12,4411,KUM & GO #95 / DE SOTO,1203 Guthrie St,De Soto,50069.0,,25,DALLAS,1031100.0,American Vodkas,260.0,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,50,7.47,11.21,2,22.42,0.1,0.02
INV-41949600004,2021-11-12,2656,Hy-Vee Food Store / Corning,300  10th St,Corning,50841.0,POINT (-94.731809 40.991861),2,ADAMS,1011200.0,Straight Bourbon Whiskies,259.0,Heaven Hill Brands,17956,Evan Williams Black,12,750,8.0,12.0,2,24.0,1.5,0.39
INV-41925000029,2021-11-12,6064,Casey's General Store #2676 / Des Moines,2106 Echo Valley Dr,Des Moines,50321.0,,77,POLK,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,16.59,24.89,4,99.56,3.0,0.79
INV-41920100022,2021-11-12,5809,Casey's General Store #26 / Perry,2617 Willis Ave,Perry,50220.0,POINT (-94.085866 41.838465),25,DALLAS,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10803,Crown Royal Regal Apple Mini,10,50,7.35,11.03,10,110.3,0.5,0.13
INV-41918600050,2021-11-12,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036.0,POINT (-93.867439 42.037347),8,BOONE,1031200.0,American Flavored Vodka,380.0,Phillips Beverage,41693,UV Blue Raspberry,12,750,7.0,10.5,3,31.5,2.25,0.59
INV-41958000064,2021-11-12,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501.0,POINT (-92.438463 41.01558),90,Wapello,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69637,Dr McGillicuddys Cherry,12,1000,11.0,16.5,12,198.0,12.0,3.17
INV-41927300020,2021-11-12,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,110 S Roosevelt Hwy 61,Burlington,52601.0,,29,DES MOINES,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,19063,Jim Beam,48,200,3.63,5.45,1,5.45,0.2,0.05
INV-41960300003,2021-11-12,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317.0,POINT (-93.561517 41.600476),77,POLK,1701100.0,Temporary & Specialty Packages,421.0,SAZERAC COMPANY  INC,21228,1792 Full Proof,6,750,24.0,36.0,1,36.0,0.75,0.19
INV-41935800037,2021-11-12,5044,Casey's General Store #3202 / Cresce,"111, Mormon Bridge Rd",Crescent,51526.0,POINT (-95.85886 41.362302),78,POTTAWATTA,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43285,Captain Morgan Original Spiced PET,12,750,9.06,13.59,12,163.08,9.0,2.37
INV-41927200003,2021-11-12,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601.0,POINT (-91.136655 40.814666),29,DES MOINES,1071100.0,Cocktails /RTD,65.0,Jim Beam Brands,63261,On the Rocks Cocktails Knob Creek Bourbon Old Fashioned,60,100,1.86,2.79,10,27.9,1.0,0.26
INV-41950400087,2021-11-12,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801.0,,88,UNION,1012200.0,Scotch Whiskies,421.0,SAZERAC COMPANY  INC,8826,Lauders,12,750,4.5,6.75,5,38.5,3.75,0.99
INV-41956600047,2021-11-12,2523,Hy-Vee Food Store / Centerville,609 N 18th,Centerville,52544.0,POINT (-92.867967 40.737577),4,APPANOOSE,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9.0,2.37
INV-41934000006,2021-11-12,2845,CVS Pharmacy #4816 / Council Bluffs,545 W Washington St,Council Bluffs,51503.0,POINT (-95.344053 41.472968),78,POTTAWATTA,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11788,Black Velvet,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-41921900435,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69611,Dr McGillicuddys Apple Pie,12,750,8.66,12.99,2,25.98,1.5,0.39
INV-41949100011,2021-11-12,4318,Fareway Stores #841 / Red Oak,811 Broadway,Red Oak,51566.0,,69,MONTGOMERY,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,16676,Basil Hayden 8YR,12,750,22.5,33.75,1,33.75,0.75,0.19
INV-41966100046,2021-11-12,3514,Karen's Spirits and Wine,328  2nd Ave S,Fort Dodge,50501.0,POINT (-94.192501 42.502311),94,WEBSTER,1081400.0,American Schnapps,65.0,Jim Beam Brands,82636,Dekuyper Grape Pucker,12,750,6.5,9.75,3,29.25,2.25,0.59
INV-41934900088,2021-11-12,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501.0,POINT (-95.87899700000001 41.261426),78,POTTAWATTA,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69611,Dr McGillicuddys Apple Pie,12,750,8.66,12.99,6,77.94,4.5,1.18
INV-41962000005,2021-11-12,4478,U S Gas,3000 SW 9th St,Des Moines,50315.0,,77,POLK,1032200.0,Imported Flavored Vodka,260.0,DIAGEO AMERICAS,64762,Ciroc Red Berry,12,375,9.25,13.88,3,41.64,1.12,0.29
INV-41943500027,2021-11-12,5017,Lansing IGA,417 Main St,Lansing,52151.0,POINT (-91.219222 43.36182),3,ALLAMAKEE,1081400.0,American Schnapps,65.0,Jim Beam Brands,82786,Dekuyper Buttershots,12,750,6.5,9.75,4,39.0,3.0,0.79
INV-41939100043,2021-11-12,5915,The Hut / Council Bluffs,1925 W Broadway,Council Bluffs,51501.0,POINT (-95.873073 41.261866),78,POTTAWATTA,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69634,Dr McGillicuddys Cherry,24,375,5.33,8.0,3,24.0,1.12,0.29
INV-41926900018,2021-11-12,5585,Casey's General Store #2544 / New London,710 S Pine St,New London,52645.0,,44,HENRY,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,86691,Jack Daniels Tennessee Fire Mini,12,50,11.5,17.25,12,207.0,0.6,0.15
INV-41942700016,2021-11-12,3679,FRANKLIN STREET FLORAL & GIFT,103 Franklin St,Monona,52159.0,POINT (-91.390767 43.055133),22,CLAYTON,1012100.0,Canadian Whiskies,421.0,SAZERAC COMPANY  INC,12467,Canadian Mist Whisky,12,1000,6.63,9.95,1,9.95,1.0,0.26
INV-41935800002,2021-11-12,5044,Casey's General Store #3202 / Cresce,"111, Mormon Bridge Rd",Crescent,51526.0,POINT (-95.85886 41.362302),78,POTTAWATTA,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,27408,Jim Beam Honey Mini,12,50,7.0,10.5,12,126.0,0.6,0.15
INV-41921900408,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1081400.0,American Schnapps,65.0,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,7.87,11.81,3,35.43,3.0,0.79
INV-41916400028,2021-11-12,4448,Kum & Go #572 / URBANDALE,4860 NW Urbandale Dr,Urbandale,50322.0,POINT (-93.769429 41.646391),77,POLK,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,86698,Jack Daniels Tennessee Fire,24,375,7.75,11.63,1,11.63,0.37,0.09
