invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-41924700001,2021-11-12,5145,South Side Food Mart,1101 Army Post Rd,Des Moines,50315.0,POINT (-93.628783 41.526511),77,POLK,1701100.0,Temporary & Specialty Packages,421.0,SAZERAC COMPANY  INC,21228,1792 Full Proof,6,750,24.0,36.0,1,36.0,0.75,0.19
INV-41921900223,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1062400.0,Spiced Rum,395.0,PROXIMO,46497,Kraken Black Spiced 70prf,12,750,9.99,14.99,3,44.97,2.25,0.59
INV-41966900016,2021-11-12,5841,Sweetwater Spirits - Livermore,405 4th Avenue,Livermore,50558.0,,46,HUMBOLDT,1022100.0,Mixto Tequila,434.0,LUXCO INC,87937,Juarez Silver,12,1000,7.83,11.75,6,70.5,6.0,1.58
INV-41923600013,2021-11-12,5338,Kum & Go #539/ NW 2nd Ave,5050 NW 2nd Ave,Des Moines,50313.0,,77,POLK,1071100.0,Cocktails /RTD,395.0,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,3,39.33,5.25,1.38
INV-41959800008,2021-11-12,5233,Casey's General Store #2640 / Pleasa,1006 W Pleasant St,Pleasantville,50225.0,POINT (-93.279175 41.392695),63,MARION,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19.0,28.5,6,171.0,10.5,2.77
INV-41932500008,2021-11-12,3461,Hometown Foods / Stuart,607 S Division St,Stuart,50250.0,,39,GUTHRIE,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36908,McCormick 80prf Vodka PET,6,1750,7.47,11.21,6,67.26,10.5,2.77
INV-41958300017,2021-11-12,5767,Casey's General Store #1678 / Ottumwa,346 Richmond Ave,Ottumwa,52501.0,POINT (-92.428313 41.006117),90,WAPELLO,1031100.0,American Vodkas,421.0,SAZERAC COMPANY  INC,35314,Barton Vodka,24,375,1.71,2.57,24,61.68,9.0,2.37
INV-41963400036,2021-11-12,2602,Hy-Vee Food Store / Webster City,823  2nd St,Webster City,50595.0,POINT (-93.82579 42.470549),40,HAMILTON,1081300.0,American Cordials & Liqueur,434.0,LUXCO INC,76486,Paramount Amaretto,12,750,3.5,5.25,3,15.75,2.25,0.59
INV-41921000014,2021-11-12,4513,Casey's General Store #1144 / Polk City,1100 S 3rd St,Polk City,50226.0,POINT (-93.717068 41.764009),77,POLK,1701100.0,Temporary & Specialty Packages,421.0,SAZERAC COMPANY  INC,101471,99 Holiday Ornament Minis,12,50,2.58,3.87,12,46.44,0.6,0.15
INV-41953100011,2021-11-12,4171,"Brothers Market, Inc. / Cascade",105 SE Nixon St,Cascade,52033.0,POINT (-90.993859 42.3036),31,DUBUQUE,1051100.0,American Brandies,259.0,Heaven Hill Brands,72732,Christian Bros Apple,12,750,6.0,9.0,1,9.0,0.75,0.19
INV-41966900031,2021-11-12,5841,Sweetwater Spirits - Livermore,405 4th Avenue,Livermore,50558.0,,46,HUMBOLDT,1081400.0,American Schnapps,65.0,Jim Beam Brands,82786,Dekuyper Buttershots,12,750,6.5,9.75,1,9.75,0.75,0.19
INV-41963800007,2021-11-12,6146,Hiway 20 Liquor & Tobacco / Webster City,1345 2nd St S,Webster City,50595.0,,40,HAMILTON,1012100.0,Canadian Whiskies,65.0,Jim Beam Brands,10624,Canadian Club Whisky,24,375,4.5,6.75,5,33.75,1.87,0.49
INV-41925500023,2021-11-12,5050,Fareway Stores #147 / Carlisle,"1115, Bluestem Dr",Carlisle,50047.0,,91,WARREN,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,86456,Black Velvet Apple,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-41941800007,2021-11-12,6166,Dannys Tobacco & Liquor / Guttenberg,531 U.S. 52,Guttenberg,52052.0,,22,CLAYTON,1022200.0,100% Agave Tequila,395.0,PROXIMO,87401,Jose Cuervo Especial Silver Mini,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-41927000065,2021-11-12,3562,Wal-Mart 0797 / W Burlington,324 West Agency Rd,West Burlington,52655.0,POINT (-91.158407 40.813125),29,DES MOINES,1011400.0,Tennessee Whiskies,346.0,OLE SMOKY DISTILLERY LLC,87043,Ole Smoky Peanut Butter Whiskey,6,750,10.0,15.0,6,90.0,4.5,1.18
INV-41923700015,2021-11-12,4361,Quik Trip #538 / NW 2nd / DSM,4575 NW 2nd,Des Moines,50313.0,,77,POLK,1031200.0,American Flavored Vodka,205.0,E & J Gallo Winery,40593,New Amsterdam Peach,24,375,3.5,5.25,2,10.5,0.75,0.19
INV-41947500004,2021-11-12,2607,Hy-Vee Wine and Spirits / Shenandoah,520 So Fremont,Shenandoah,51601.0,POINT (-95.385111 40.761736),73,PAGE,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,19062,Jim Beam,48,100,1.4,2.1,6,12.6,0.6,0.15
INV-41917700084,2021-11-12,6209,Hy-Vee / Grimes,351 Northeast Gateway Drive,Grimes,50111.0,,77,POLK,1011200.0,Straight Bourbon Whiskies,619.0,Campari America,22156,Wild Turkey 101,12,750,14.0,21.0,12,252.0,9.0,2.37
INV-41963400099,2021-11-12,2602,Hy-Vee Food Store / Webster City,823  2nd St,Webster City,50595.0,POINT (-93.82579 42.470549),40,HAMILTON,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,2,77.4,0.1,0.02
INV-41967500009,2021-11-12,5005,Laurens Food Pride,410 W Main St,Laurens,50554.0,,76,POCAHONTAS,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,86886,Southern Comfort,12,750,10.33,15.5,3,46.5,2.25,0.59
INV-41921900165,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1062500.0,Flavored Rum,35.0,BACARDI USA INC,43050,Bacardi Dragon Berry,12,1000,9.5,14.25,2,28.5,2.0,0.52
INV-41923800019,2021-11-12,4140,Fareway Stores #900 / Euclid,100 Euclid Ave,Des Moines,50313.0,POINT (-93.618724 41.627684),77,POLK,1062200.0,White Rum,434.0,LUXCO INC,45278,Paramount White Rum,6,1750,7.5,11.25,6,67.5,10.5,2.77
INV-41920000025,2021-11-12,2612,Hy-Vee Store / Perry,1215  141 St,Perry,50220.0,POINT (-94.104501 41.830292),25,DALLAS,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43338,Captain Morgan Original Spiced,6,1750,18.0,27.0,12,324.0,21.0,5.54
INV-41959400005,2021-11-12,3818,Round Window Liquor,703 W Pleasant St,Knoxville,50138.0,,63,MARION,1031100.0,American Vodkas,421.0,SAZERAC COMPANY  INC,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
INV-41958400015,2021-11-12,4232,"Elliott's General Store,",23828 Hwy J18,Moravia,52571.0,POINT (-92.834054 40.892417),4,APPANOOSE,1031100.0,American Vodkas,434.0,LUXCO INC,36307,Hawkeye Vodka,12,1000,4.05,6.08,12,72.96,12.0,3.17
INV-41938700001,2021-11-12,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001.0,,31,DUBUQUE,1012300.0,Single Malt Scotch,370.0,PERNOD RICARD USA,4084,Aberlour 12YR,6,750,27.98,41.97,6,251.82,4.5,1.18
INV-41922100042,2021-11-12,5916,Another Round / DeWitt,622 S 6th Ave,DeWitt,52742.0,POINT (-90.539056 41.80989),23,CLINTON,1022100.0,Mixto Tequila,395.0,PROXIMO,89197,Jose Cuervo Especial Reposado,12,1000,13.5,20.25,12,243.0,12.0,3.17
INV-41935500009,2021-11-12,5291,JumpStart,"109, Locust St",Carter Lake,51510.0,POINT (-95.92895200000001 41.285058),78,POTTAWATTA,1071100.0,Cocktails /RTD,115.0,CONSTELLATION BRANDS INC,61213,High West Old Fashioned Barrel Finished Cocktail Whiskey,6,750,28.34,42.51,3,127.53,2.25,0.59
INV-41951600071,2021-11-12,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402.0,POINT (-91.630677 42.027805),57,LINN,1081200.0,Cream Liqueurs,260.0,DIAGEO AMERICAS,68036,Baileys Original Irish Cream,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-41951800067,2021-11-12,2618,Hy-Vee Drugstore #6 / Cedar Rapids,505 Boyson Rd NE,Cedar Rapids,52402.0,POINT (-91.639265 42.046111),57,LINN,1081200.0,Cream Liqueurs,260.0,DIAGEO AMERICAS,68036,Baileys Original Irish Cream,12,750,16.49,24.74,12,296.88,9.0,2.37
INV-41926900020,2021-11-12,5585,Casey's General Store #2544 / New London,710 S Pine St,New London,52645.0,,44,HENRY,1062400.0,Spiced Rum,259.0,Heaven Hill Brands,43022,Admiral Nelson Spiced Mini,8,50,5.66,8.49,8,67.92,0.4,0.1
INV-41961700009,2021-11-12,5051,Oasis,630 SW  9TH ST,Des Moines,50309.0,POINT (-93.624735 41.575661),77,POLK,1031100.0,American Vodkas,297.0,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
INV-41959400071,2021-11-12,3818,Round Window Liquor,703 W Pleasant St,Knoxville,50138.0,,63,MARION,1081200.0,Cream Liqueurs,260.0,DIAGEO AMERICAS,68037,Baileys Original Irish Cream,12,1000,20.99,31.49,1,31.49,1.0,0.26
INV-41930700016,2021-11-12,5789,Casey's General Store #2512 / Hills,310 W Main St,Hills,52235.0,,52,JOHNSON,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38194,Titos Handmade Vodka Mini,5,50,12.8,19.2,5,96.0,0.25,0.06
INV-41966900024,2021-11-12,5841,Sweetwater Spirits - Livermore,405 4th Avenue,Livermore,50558.0,,46,HUMBOLDT,1031100.0,American Vodkas,421.0,SAZERAC COMPANY  INC,38088,Platinum 7x Vodka,6,1750,9.44,14.16,12,169.92,21.0,5.54
INV-41924000023,2021-11-12,6140,Royal Food & Liquor / Des Moines,1443 2nd Ave,Des Moines,50314.0,POINT (-93.619783 41.605229),77,POLK,1031100.0,American Vodkas,421.0,SAZERAC COMPANY  INC,37934,Skol Vodka,24,375,1.74,2.61,10,26.1,3.75,0.99
INV-41966600044,2021-11-12,2606,Hy-Vee Wine and Spirits / Humboldt,1011  13th St North,Humboldt,50548.0,,46,HUMBOLDT,1081200.0,Cream Liqueurs,205.0,E & J Gallo Winery,73051,RumChata Mini,12,50,8.87,13.31,3,39.93,0.15,0.03
INV-41941600015,2021-11-12,3782,Bender Foods / Guttenberg,619 S Hwy 52,Guttenberg,52052.0,,22,CLAYTON,1031100.0,American Vodkas,434.0,LUXCO INC,36302,Hawkeye Vodka,48,200,1.15,1.73,48,83.04,9.6,2.53
INV-41923700002,2021-11-12,4361,Quik Trip #538 / NW 2nd / DSM,4575 NW 2nd,Des Moines,50313.0,,77,POLK,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38179,Titos Handmade Vodka,24,200,3.49,5.24,6,31.44,1.2,0.31
INV-41965200117,2021-11-12,2644,Hy-Vee Fort Dodge Wine and Spirits,1511 2nd Ave North,Fort Dodge,50501.0,POINT (-94.177165 42.508344),94,WEBSTER,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,12.97,19.46,12,233.52,12.0,3.17
INV-41947500061,2021-11-12,2607,Hy-Vee Wine and Spirits / Shenandoah,520 So Fremont,Shenandoah,51601.0,POINT (-95.385111 40.761736),73,PAGE,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,100413,Fireball Cinnamon Whiskey Party Bucket,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-41968500012,2021-11-12,6028,Casey's General Store #2686 / Fort Dodge,3327 5th Ave S.,Fort Dodge,50501.0,POINT (-94.144207 42.501297),94,WEBSTER,1031100.0,American Vodkas,260.0,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,12,148.56,9.0,2.37
INV-41960600021,2021-11-12,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317.0,POINT (-93.562106 41.600564),77,POLK,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,2.5,3.75,48,180.0,9.6,2.53
INV-41967200011,2021-11-12,6101,Brew Oil #26 / Pocahontas,14 E Elm Ave,Pocahontas,50574.0,POINT (-94.66731100000001 42.732607),76,POCAHONTAS,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64904,Fireball Cinnamon Whiskey PET,6,1750,15.33,23.0,6,138.0,10.5,2.77
INV-41923200040,2021-11-12,3732,North Scott Foods,425 E Leclaire Rd,Eldridge,52748.0,POINT (-90.577311 41.654695000000004),82,SCOTT,1012400.0,Irish Whiskies,370.0,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,12,296.88,9.0,2.37
INV-41916500007,2021-11-12,3691,Target Store T-1791 / Urbandale,11148 Plum Dr,Urbandale,50322.0,POINT (-93.76708 41.64711200000001),77,POLK,1012400.0,Irish Whiskies,370.0,PERNOD RICARD USA,15667,Jameson Black Barrel,12,750,21.48,32.22,12,386.64,9.0,2.37
INV-41960300026,2021-11-12,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317.0,POINT (-93.561517 41.600476),77,POLK,1031100.0,American Vodkas,434.0,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12,21.0,5.54
INV-41925400015,2021-11-12,4370,Kum & Go #240 / North Ave Norwalk,530 North Ave,Norwalk,50211.0,,91,WARREN,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9.0,13.5,6,81.0,4.5,1.18
INV-41942200043,2021-11-12,5936,CJ's Convenience Store / Elkader,107 1st St SW,Elkader,52043.0,POINT (-91.405293 42.85389),22,CLAYTON,1062400.0,Spiced Rum,259.0,Heaven Hill Brands,43027,Admiral Nelson Spiced,12,1000,7.5,11.25,4,45.0,4.0,1.05
INV-41957700015,2021-11-12,4069,Fareway Stores #648 / Ottumwa,1325 Albia Rd,Ottumwa,52501.0,POINT (-92.440324 41.010439),90,WAPELLO,1062400.0,Spiced Rum,259.0,Heaven Hill Brands,43028,Admiral Nelson Spiced,6,1750,11.55,17.33,6,103.98,10.5,2.77
INV-41934600010,2021-11-12,4626,Kwik Shop #527 / Council Bluffs,"3632, Avenue G",Council Bluffs,51501.0,POINT (-95.90597 41.26363),78,POTTAWATTA,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,10,27.0,3.75,0.99
INV-41926800004,2021-11-12,5891,Casey's General Store #2786 / Des Moines,5150 NE 14th St,Des Moines,50313.0,POINT (-93.600557 41.653538),77,POLK,1031100.0,American Vodkas,626.0,JDSO INC / Red Boot Distillery,36873,Blue Ox Vodka,12,750,3.41,5.12,12,61.44,9.0,2.37
INV-41936700054,2021-11-12,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002.0,POINT (-90.741064 42.516633),31,DUBUQUE,1032100.0,Imported Vodkas,277.0,STOLI GROUP,34748,Stolichnaya 80prf,6,1750,19.99,29.99,6,179.94,10.5,2.77
INV-41915200002,2021-11-12,5844,Casey's General Store #3826 - Adel,1738 Nile Kinnick S.,Adel,50003.0,POINT (-94.01337300000002 41.602331),25,DALLAS,1032100.0,Imported Vodkas,370.0,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80prf,12,750,9.99,14.99,4,59.96,3.0,0.79
INV-41918800084,2021-11-12,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036.0,POINT (-93.876107 42.063831),8,BOONE,1022200.0,100% Agave Tequila,460.0,Shaw-Ross International,66665,Santo Puro Mezquila,6,750,30.55,45.83,3,137.49,2.25,0.59
INV-41958400005,2021-11-12,4232,"Elliott's General Store,",23828 Hwy J18,Moravia,52571.0,POINT (-92.834054 40.892417),4,APPANOOSE,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,26820,Jack Daniels Old #7 Black Label Flat,24,375,7.5,11.25,24,270.0,9.0,2.37
INV-41954900005,2021-11-12,5328,Cornerstone Apothecary,122 Main St,Van Horne,52346.0,POINT (-92.091146 42.008325),6,BENTON,1081300.0,American Cordials & Liqueur,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,75242,Kinky Ruby Mini,6,50,4.84,7.26,1,7.26,0.05,0.01
INV-41931400005,2021-11-12,5702,Westside Petro,103 1st Street,Kalona,52247.0,,92,WASHINGTON,1011100.0,Blended Whiskies,492.0,WESTERN SPIRITS BEVERAGE,26362,Bird Dog Salted Caramel,6,750,10.0,15.0,1,15.0,0.75,0.19
INV-41920100046,2021-11-12,5809,Casey's General Store #26 / Perry,2617 Willis Ave,Perry,50220.0,POINT (-94.085866 41.838465),25,DALLAS,1011100.0,Blended Whiskies,255.0,Infinium Spirits,87026,Skrewball Peanut Butter Whiskey,6,750,18.5,27.75,6,166.5,4.5,1.18
INV-41958100021,2021-11-12,2710,Hy-Vee Gas #1 / Ottumwa,1027 N Quincy Ave,Ottumwa,52501.0,POINT (-92.438465 41.016113),90,WAPELLO,1041100.0,American Dry Gins,370.0,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,50,3.3,4.95,2,9.9,0.1,0.02
INV-41968500022,2021-11-12,6028,Casey's General Store #2686 / Fort Dodge,3327 5th Ave S.,Fort Dodge,50501.0,POINT (-94.144207 42.501297),94,WEBSTER,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,86455,Black Velvet Apple,12,750,5.23,7.85,8,62.8,6.0,1.58
INV-41941100001,2021-11-12,5148,Main St Market  /  Holy Cross,"882, Main St",Holy Cross,52053.0,POINT (-90.995943 42.600941),31,DUBUQUE,1022200.0,100% Agave Tequila,260.0,DIAGEO AMERICAS,89154,Don Julio Reposado,6,750,31.99,47.99,1,47.99,0.75,0.19
INV-41959300018,2021-11-12,4817,Casey's General Store #3217 / Knoxville,"1201, E Main St",Knoxville,50138.0,POINT (-93.086255 41.318981),63,MARION,1022200.0,100% Agave Tequila,35.0,BACARDI USA INC,88294,Patron Silver,12,375,15.0,22.5,12,270.0,4.5,1.18
INV-41921600163,2021-11-12,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1031200.0,American Flavored Vodka,205.0,E & J Gallo Winery,40594,New Amsterdam Peach,12,750,7.5,11.25,6,67.5,4.5,1.18
INV-41950100016,2021-11-12,2553,Hy-Vee Food Store / Creston,600 Sheldon,Creston,50801.0,POINT (-94.373458 41.052325),88,UNION,1031200.0,American Flavored Vodka,260.0,DIAGEO AMERICAS,77683,Smirnoff Kissed Caramel,12,750,8.25,12.38,2,24.76,1.5,0.39
INV-41958900015,2021-11-12,4811,Casey's General Store #1327 / Lovilia,1807 Hwy 5 S,Lovilia,50150.0,POINT (-92.906673 41.135611),68,MONROE,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11296,Crown Royal,12,750,16.59,24.89,12,298.68,9.0,2.37
INV-41920400012,2021-11-12,5411,Bluejay Market,2810 Wills Ave,Perry,50220.0,POINT (-94.081127 41.838488),25,DALLAS,1031200.0,American Flavored Vodka,259.0,Heaven Hill Brands,904761,SOOH Burnetts Mango,12,750,4.5,6.75,3,20.25,2.25,0.59
INV-41956600043,2021-11-12,2523,Hy-Vee Food Store / Centerville,609 N 18th,Centerville,52544.0,POINT (-92.867967 40.737577),4,APPANOOSE,1081300.0,American Cordials & Liqueur,434.0,LUXCO INC,76486,Paramount Amaretto,12,750,3.5,5.25,3,15.75,2.25,0.59
INV-41941800004,2021-11-12,6166,Dannys Tobacco & Liquor / Guttenberg,531 U.S. 52,Guttenberg,52052.0,,22,CLAYTON,1701100.0,Temporary & Specialty Packages,255.0,Infinium Spirits,101385,Templeton Rye 4YR w/ 2 Rocks Glasses,6,750,18.09,27.14,2,54.28,1.5,0.39
INV-41932800011,2021-11-12,4267,Main Street Market Of Anita,735 Main St,Anita,50020.0,POINT (-94.765365 41.444887),15,CASS,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,4.3,6.45,1,6.45,0.05,0.01
INV-41964600039,2021-11-12,2562,Hy-Vee Food Store / Fort Dodge,115 South 29th St,Fort Dodge,50501.0,POINT (-94.15824700000002 42.504742),94,WEBSTER,1062100.0,Gold Rum,434.0,LUXCO INC,45248,Paramount Gold Rum,6,1750,7.5,11.25,6,67.5,10.5,2.77
INV-41965100016,2021-11-12,5237,World Liquor & Tobacco + Vape,"606, N 15th St",Fort Dodge,50501.0,,48,Iowa,1081200.0,Cream Liqueurs,300.0,McCormick Distilling Co.,65204,Tequila Rose Liqueur Mini,6,50,4.3,6.45,6,38.7,0.3,0.07
INV-41934900013,2021-11-12,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501.0,POINT (-95.87899700000001 41.261426),78,POTTAWATTA,1701100.0,Temporary & Specialty Packages,421.0,SAZERAC COMPANY  INC,21228,1792 Full Proof,6,750,24.0,36.0,1,36.0,0.75,0.19
INV-41921900469,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1081300.0,American Cordials & Liqueur,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,75243,Kinky Ruby,6,750,10.0,15.0,6,90.0,4.5,1.18
INV-41944900004,2021-11-12,5463,Backwater Spirits and More,116 W Water St Ste D,Decorah,52101.0,POINT (-91.786674 43.304224),96,WINNESHIEK,1011100.0,Blended Whiskies,525.0,Cats Eye Distillery,26233,CM Nassif Family Reserve,6,750,20.5,30.75,12,369.0,9.0,2.37
INV-41940400010,2021-11-12,3849,Hartig Drug Co #6 / Dyersville,711  16th Ave SE,Dyersville,52040.0,,31,DUBUQUE,1051100.0,American Brandies,434.0,LUXCO INC,55246,Arrow Wild Cherry Brandy,12,750,5.5,8.25,2,16.5,1.5,0.39
INV-41915300015,2021-11-12,4411,KUM & GO #95 / DE SOTO,1203 Guthrie St,De Soto,50069.0,,25,DALLAS,1041100.0,American Dry Gins,370.0,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,50,3.3,4.95,1,4.95,0.05,0.01
INV-41927200044,2021-11-12,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601.0,POINT (-91.136655 40.814666),29,DES MOINES,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10803,Crown Royal Regal Apple Mini,10,50,7.35,11.03,3,33.09,0.15,0.03
INV-41959300057,2021-11-12,4817,Casey's General Store #3217 / Knoxville,"1201, E Main St",Knoxville,50138.0,POINT (-93.086255 41.318981),63,MARION,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,27780,Jim Beam Apple Mini,12,50,7.0,10.5,4,42.0,0.2,0.05
INV-41916000001,2021-11-12,5409,Casey's General Store # 2179/ Waukee,1995 SE University,Waukee,50263.0,,25,DALLAS,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,10,387.0,0.5,0.13
INV-41938700092,2021-11-12,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001.0,,31,DUBUQUE,1031200.0,American Flavored Vodka,380.0,Phillips Beverage,39770,UV Cake Mini,12,50,4.6,6.9,2,13.8,0.1,0.02
INV-41960800014,2021-11-12,4057,Tequila's Liquor Store,1434 Des Moines St Ste 5,Des Moines,50316.0,POINT (-93.59704 41.594713),77,POLK,1081200.0,Cream Liqueurs,300.0,McCormick Distilling Co.,65199,Tequila Rose Liqueur,12,1000,12.0,18.0,3,54.0,3.0,0.79
INV-41922300047,2021-11-12,5106,Randy's Neighborhood Market,622 10th  St,DeWitt,52742.0,POINT (-90.540132 41.825139),23,CLINTON,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,20246,Old Crow,12,750,5.5,8.25,2,16.5,1.5,0.39
INV-41963400045,2021-11-12,2602,Hy-Vee Food Store / Webster City,823  2nd St,Webster City,50595.0,POINT (-93.82579 42.470549),40,HAMILTON,1012100.0,Canadian Whiskies,421.0,SAZERAC COMPANY  INC,12404,Canadian Ltd Whisky,24,375,2.05,3.08,3,9.24,1.12,0.29
INV-41956900009,2021-11-12,5257,MAD Ave Quik Shop,"405, Madison Ave",Ottumwa,52501.0,,90,WAPELLO,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,19477,Makers Mark,12,1000,22.5,33.75,12,405.0,12.0,3.17
INV-41966200006,2021-11-12,5556,Casey's General Store #2891 / Fort Dodge,235 Ave O,Fort Dodge,50501.0,,94,WEBSTER,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9.0,2.37
INV-41933500026,2021-11-12,5082,Casey's General Store #2365 / Atlant,911 SW 7th St,Atlantic,50022.0,POINT (-95.028377 41.401381),15,CASS,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10805,Crown Royal Regal Apple,24,375,8.0,12.0,12,144.0,4.5,1.18
INV-41934000010,2021-11-12,2845,CVS Pharmacy #4816 / Council Bluffs,545 W Washington St,Council Bluffs,51503.0,POINT (-95.344053 41.472968),78,POTTAWATTA,1042100.0,Imported Dry Gins,370.0,PERNOD RICARD USA,28088,Beefeater Gin,6,1750,22.49,33.74,3,101.22,5.25,1.38
INV-41952000023,2021-11-12,4876,Quick Mart / Hiawatha,"655, Robbins Rd",Hiawatha,52233.0,POINT (-91.672961 42.044452),57,LINN,1022200.0,100% Agave Tequila,260.0,DIAGEO AMERICAS,89175,Don Julio Anejo,6,750,34.49,51.74,6,310.44,4.5,1.18
INV-41934900123,2021-11-12,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501.0,POINT (-95.87899700000001 41.261426),78,POTTAWATTA,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,26823,Jack Daniels Old #7 Black Label,48,200,4.23,6.35,8,50.8,1.6,0.42
INV-41926700020,2021-11-12,4377,Quik Trip #562 / NE 14th / DSM,4801 NE 14th St,Des Moines,50313.0,,77,POLK,1031200.0,American Flavored Vodka,205.0,E & J Gallo Winery,40598,New Amsterdam Red Berry,24,375,3.5,5.25,2,10.5,0.75,0.19
INV-41934900119,2021-11-12,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501.0,POINT (-95.87899700000001 41.261426),78,POTTAWATTA,1051100.0,American Brandies,421.0,SAZERAC COMPANY  INC,53214,Paul Masson Grande Amber Brandy VS,24,375,3.22,4.83,8,38.64,3.0,0.79
